
conv weights: lr 0.005000, wd 0.000100	bn weights: lr 0.005000, wd 0.000010	relu weights: lr 0.005000, wd 0.000000
=> loading checkpoint from ''
no checkpoint loaded

Epoch: [00/20][0001/2041]	Time 3.948	Data 3.905	Loss 427742.5980 (avg:17822.6083)	lr 0.005000	
Epoch: [00/20][0011/2041]	Time 1.073	Data 1.040	Loss 470942.2767 (avg:22541.3562)	lr 0.005000	
Epoch: [00/20][0021/2041]	Time 1.167	Data 1.106	Loss 461494.8950 (avg:21356.2518)	lr 0.005000	
Epoch: [00/20][0031/2041]	Time 1.000	Data 0.940	Loss 357950.4796 (avg:20203.1937)	lr 0.005000	
Epoch: [00/20][0041/2041]	Time 1.086	Data 1.051	Loss 406643.7483 (avg:19804.9647)	lr 0.005000	
Epoch: [00/20][0051/2041]	Time 1.143	Data 1.085	Loss 280508.5568 (avg:19114.7060)	lr 0.005000	
Epoch: [00/20][0061/2041]	Time 1.066	Data 1.010	Loss 401026.0280 (avg:18814.1988)	lr 0.005000	
Epoch: [00/20][0071/2041]	Time 1.240	Data 1.186	Loss 421151.4312 (avg:18592.3248)	lr 0.005000	
Epoch: [00/20][0081/2041]	Time 1.279	Data 1.219	Loss 368730.3848 (avg:18237.5995)	lr 0.005000	
Epoch: [00/20][0091/2041]	Time 1.383	Data 1.316	Loss 473288.0337 (avg:17940.5341)	lr 0.005000	
Epoch: [00/20][0101/2041]	Time 1.210	Data 1.172	Loss 416896.0804 (avg:17765.2238)	lr 0.005000	
Epoch: [00/20][0111/2041]	Time 1.279	Data 1.155	Loss 366988.6369 (avg:17461.7912)	lr 0.005000	
Epoch: [00/20][0121/2041]	Time 1.294	Data 1.255	Loss 401010.5701 (avg:17308.1347)	lr 0.005000	
Epoch: [00/20][0131/2041]	Time 1.033	Data 0.995	Loss 348562.1980 (avg:17200.9943)	lr 0.005000	
Epoch: [00/20][0141/2041]	Time 1.271	Data 1.233	Loss 418432.3743 (avg:17090.9150)	lr 0.005000	
Epoch: [00/20][0151/2041]	Time 1.282	Data 1.240	Loss 467632.5093 (avg:16968.5048)	lr 0.005000	
Epoch: [00/20][0161/2041]	Time 1.211	Data 1.155	Loss 326443.0393 (avg:16803.8977)	lr 0.005000	
Epoch: [00/20][0171/2041]	Time 1.256	Data 1.202	Loss 286060.3210 (avg:16682.4153)	lr 0.005000	
Epoch: [00/20][0181/2041]	Time 1.260	Data 1.202	Loss 281419.0836 (avg:16608.3836)	lr 0.005000	
Epoch: [00/20][0191/2041]	Time 1.171	Data 1.116	Loss 295282.0939 (avg:16512.9902)	lr 0.005000	
Epoch: [00/20][0201/2041]	Time 1.213	Data 1.178	Loss 403434.2579 (avg:16509.3642)	lr 0.005000	
Epoch: [00/20][0211/2041]	Time 1.063	Data 1.034	Loss 384356.9326 (avg:16451.5510)	lr 0.005000	
Epoch: [00/20][0221/2041]	Time 1.202	Data 1.139	Loss 326448.0173 (avg:16449.1581)	lr 0.005000	
Epoch: [00/20][0231/2041]	Time 1.156	Data 1.084	Loss 336694.5037 (avg:16446.8586)	lr 0.005000	
Epoch: [00/20][0241/2041]	Time 1.188	Data 1.136	Loss 442096.9088 (avg:16363.9437)	lr 0.005000	
Epoch: [00/20][0251/2041]	Time 1.214	Data 1.154	Loss 443360.6392 (avg:16326.7929)	lr 0.005000	
Epoch: [00/20][0261/2041]	Time 1.187	Data 1.127	Loss 317261.5090 (avg:16312.7426)	lr 0.005000	
Epoch: [00/20][0271/2041]	Time 1.197	Data 1.157	Loss 342720.9888 (avg:16244.6032)	lr 0.005000	
Epoch: [00/20][0281/2041]	Time 1.343	Data 1.269	Loss 339203.6494 (avg:16183.8933)	lr 0.005000	
Epoch: [00/20][0291/2041]	Time 1.269	Data 1.222	Loss 412008.0378 (avg:16117.2412)	lr 0.005000	
Epoch: [00/20][0301/2041]	Time 1.100	Data 1.044	Loss 284211.8740 (avg:16114.2353)	lr 0.005000	
Epoch: [00/20][0311/2041]	Time 1.099	Data 1.026	Loss 318444.1517 (avg:16089.6893)	lr 0.005000	
Epoch: [00/20][0321/2041]	Time 1.185	Data 1.146	Loss 411700.0590 (avg:16068.1332)	lr 0.005000	
Epoch: [00/20][0331/2041]	Time 1.169	Data 1.127	Loss 321773.3174 (avg:16025.1733)	lr 0.005000	
Epoch: [00/20][0341/2041]	Time 1.286	Data 1.217	Loss 386397.7867 (avg:15993.0894)	lr 0.005000	
Epoch: [00/20][0351/2041]	Time 1.170	Data 1.102	Loss 339740.9868 (avg:15968.2755)	lr 0.005000	
Epoch: [00/20][0361/2041]	Time 1.102	Data 1.064	Loss 314933.8898 (avg:15960.1763)	lr 0.005000	
Epoch: [00/20][0371/2041]	Time 1.095	Data 1.055	Loss 320490.5789 (avg:15933.4088)	lr 0.005000	
Epoch: [00/20][0381/2041]	Time 1.171	Data 1.132	Loss 436961.7583 (avg:15923.3799)	lr 0.005000	
Epoch: [00/20][0391/2041]	Time 1.210	Data 1.150	Loss 345197.4033 (avg:15880.2786)	lr 0.005000	
Epoch: [00/20][0401/2041]	Time 1.083	Data 1.019	Loss 252145.1313 (avg:15821.6375)	lr 0.005000	
Epoch: [00/20][0411/2041]	Time 1.191	Data 1.124	Loss 311720.3746 (avg:15799.3645)	lr 0.005000	
Epoch: [00/20][0421/2041]	Time 1.325	Data 1.294	Loss 398563.9336 (avg:15752.6360)	lr 0.005000	
Epoch: [00/20][0431/2041]	Time 1.308	Data 1.248	Loss 368786.0532 (avg:15729.7932)	lr 0.005000	
Epoch: [00/20][0441/2041]	Time 1.158	Data 1.097	Loss 334952.5033 (avg:15683.3918)	lr 0.005000	
Epoch: [00/20][0451/2041]	Time 1.376	Data 1.278	Loss 374787.3385 (avg:15674.8758)	lr 0.005000	
Epoch: [00/20][0461/2041]	Time 1.178	Data 1.108	Loss 355207.2405 (avg:15694.3389)	lr 0.005000	
Epoch: [00/20][0471/2041]	Time 1.127	Data 1.096	Loss 267153.9070 (avg:15675.3866)	lr 0.005000	
Epoch: [00/20][0481/2041]	Time 1.246	Data 1.170	Loss 448870.7689 (avg:15665.5898)	lr 0.005000	
Epoch: [00/20][0491/2041]	Time 1.214	Data 1.159	Loss 357517.5052 (avg:15664.1306)	lr 0.005000	
Epoch: [00/20][0501/2041]	Time 1.069	Data 1.002	Loss 303439.8320 (avg:15638.1264)	lr 0.005000	
Epoch: [00/20][0511/2041]	Time 1.323	Data 1.262	Loss 458333.1887 (avg:15618.9706)	lr 0.005000	
Epoch: [00/20][0521/2041]	Time 1.310	Data 1.249	Loss 376433.9572 (avg:15595.8038)	lr 0.005000	
Epoch: [00/20][0531/2041]	Time 1.262	Data 1.206	Loss 376260.3279 (avg:15587.9370)	lr 0.005000	
Epoch: [00/20][0541/2041]	Time 1.200	Data 1.142	Loss 390253.4421 (avg:15560.0273)	lr 0.005000	
Epoch: [00/20][0551/2041]	Time 1.425	Data 1.337	Loss 336794.2731 (avg:15533.9084)	lr 0.005000	
Epoch: [00/20][0561/2041]	Time 1.235	Data 1.206	Loss 372551.3174 (avg:15505.3747)	lr 0.005000	
Epoch: [00/20][0571/2041]	Time 1.246	Data 1.186	Loss 369572.4139 (avg:15465.1118)	lr 0.005000	
Epoch: [00/20][0581/2041]	Time 1.207	Data 1.081	Loss 242423.1365 (avg:15428.7713)	lr 0.005000	
Epoch: [00/20][0591/2041]	Time 1.181	Data 1.142	Loss 397753.8525 (avg:15423.8683)	lr 0.005000	
Epoch: [00/20][0601/2041]	Time 1.222	Data 1.178	Loss 311060.0666 (avg:15403.4799)	lr 0.005000	
Epoch: [00/20][0611/2041]	Time 1.187	Data 1.151	Loss 381166.9510 (avg:15392.7533)	lr 0.005000	
Epoch: [00/20][0621/2041]	Time 1.176	Data 1.103	Loss 338479.8370 (avg:15384.8598)	lr 0.005000	
Epoch: [00/20][0631/2041]	Time 1.412	Data 1.351	Loss 375688.5653 (avg:15378.7240)	lr 0.005000	
Epoch: [00/20][0641/2041]	Time 1.158	Data 1.110	Loss 334279.8682 (avg:15374.8271)	lr 0.005000	
Epoch: [00/20][0651/2041]	Time 1.273	Data 1.229	Loss 246236.0546 (avg:15353.0685)	lr 0.005000	
Epoch: [00/20][0661/2041]	Time 1.298	Data 1.269	Loss 364741.0577 (avg:15341.3926)	lr 0.005000	
Epoch: [00/20][0671/2041]	Time 1.116	Data 1.054	Loss 276238.4024 (avg:15312.0276)	lr 0.005000	
Epoch: [00/20][0681/2041]	Time 1.230	Data 1.168	Loss 271741.3035 (avg:15298.7387)	lr 0.005000	
Epoch: [00/20][0691/2041]	Time 1.205	Data 1.144	Loss 294411.4460 (avg:15276.0753)	lr 0.005000	
Epoch: [00/20][0701/2041]	Time 1.280	Data 1.221	Loss 328353.3867 (avg:15248.0246)	lr 0.005000	
Epoch: [00/20][0711/2041]	Time 1.071	Data 1.013	Loss 239843.0723 (avg:15234.5022)	lr 0.005000	
Epoch: [00/20][0721/2041]	Time 1.128	Data 1.074	Loss 329142.4052 (avg:15205.9167)	lr 0.005000	
Epoch: [00/20][0731/2041]	Time 1.213	Data 1.168	Loss 308976.6512 (avg:15198.9821)	lr 0.005000	
Epoch: [00/20][0741/2041]	Time 1.358	Data 1.299	Loss 352359.5956 (avg:15179.4760)	lr 0.005000	
Epoch: [00/20][0751/2041]	Time 1.132	Data 1.103	Loss 305229.6496 (avg:15162.3336)	lr 0.005000	
Epoch: [00/20][0761/2041]	Time 1.301	Data 1.240	Loss 398624.3997 (avg:15154.6491)	lr 0.005000	
Epoch: [00/20][0771/2041]	Time 1.302	Data 1.246	Loss 350925.8735 (avg:15148.8957)	lr 0.005000	
Epoch: [00/20][0781/2041]	Time 1.133	Data 1.009	Loss 241075.6249 (avg:15126.0094)	lr 0.005000	
Epoch: [00/20][0791/2041]	Time 1.248	Data 1.187	Loss 402241.0607 (avg:15122.9658)	lr 0.005000	
Epoch: [00/20][0801/2041]	Time 1.141	Data 1.083	Loss 298177.0857 (avg:15100.2853)	lr 0.005000	
